condition1A	condition1B	condition1C	condition2A	condition2B	condition2C	condition3A	condition3B	condition3C	condition4A	condition4B	condition4C	condition5	condition6
gene0416	1	1	1	1	1	0	1	1	1	1	1	1	5	31
gene0417	42	162	1644	1139	54	282	188	71	233	127	25	95	39	0
gene0418	12	53	23	123	251	129	165	171	74	226	345	148	72	23
gene0419	0	0	0	0	0	0	0	0	0	0	0	0	0	13
gene0420	0	0	0	0	0	0	0	0	0	0	0	0	5	34
gene0421	5	5	2	4	2	3	3	4	4	3	3	2	2	13
gene0422	3	2	2	4	2	2	3	3	3	11	7	16	0	0
gene0423	2	2	2	1	2	2	5	6	9	1	3	1	2	193
gene0424	0	0	0	0	0	0	0	0	0	0	0	0	39	8
gene0425	0	0	0	0	0	0	0	0	0	0	0	0	57	28
gene0426	3	8	5	20	21	9	28	39	41	82	94	67	33	21
gene0427	0	0	0	0	0	0	0	0	0	0	0	0	2	30
gene0428	0	0	0	0	0	0	0	0	0	0	0	0	10	29
gene0429	0	0	0	0	0	0	0	0	0	0	0	0	36	4
gene0430	0	0	0	0	0	0	0	0	0	0	0	0	93	4
gene0431	0	0	1	0	0	0	0	0	0	0	0	0	16	3
gene0432	64	36	32	80	68	61	14	23	38	15	37	12	9	6
gene0433	0	0	0	0	0	0	0	0	0	0	0	0	77	40
gene0434	0	0	0	0	0	0	0	0	0	0	0	0	4	19
gene0435	0	0	0	0	0	0	0	0	0	0	0	0	57	22
gene0436	0	0	0	1	0	0	1	1	0	1	0	1	13	2
gene0437	402	386	282	329	276	272	318	175	332	36	23	22	12	3
gene0438	1	2	2	1	1	1	4	2	3	2	1	1	4	128
gene0439	0	0	0	0	0	0	0	0	0	0	0	0	8	0
gene0440	10	41	9	141	942	281	882	1237	1016	995	1024	925	434	2
gene0441	1	0	0	1	0	0	0	0	0	0	0	0	2	32
gene0442	0	1	1	1	0	1	13	8	11	3	5	3	1	1
gene0443	2	14	1	17	31	23	32	43	59	40	50	56	10	3
gene0444	0	1	0	1	6	3	1	3	0	3	4	1	16	1
gene0445	16	74	27	138	130	141	268	352	300	328	154	401	0	0
gene0446	0	0	0	7	13	3	3	4	3	3	5	10	9	1
gene0447	2	3	1	8	5	1	17	18	16	19	21	16	83	22
gene0448	0	0	0	0	0	0	0	0	0	0	0	0	4	21
gene0449	8	8	25	169	134	186	15	13	14	14	13	11	1	0
gene0450	0	0	0	0	0	0	0	0	0	0	0	0	8	31
gene0451	0	0	0	0	0	0	0	0	0	0	0	0	66	28
gene0452	0	0	0	0	0	0	0	0	0	0	0	0	8	40
gene0453	12	32	24	27	32	25	8	9	14	22	25	26	1	0
gene0454	17	46	28	39	77	65	107	118	98	223	155	202	98	41
gene0455	3	7	3	16	25	11	11	23	12	17	23	35	56	47
gene0456	0	0	0	0	0	0	0	0	0	0	0	0	1	38
gene0457	1	4	0	3	24	2	0	0	1	2	1	2	0	0
gene0458	0	0	0	0	0	0	7	3	6	3	1	1	46	14
gene0459	0	0	0	0	0	0	0	0	0	0	0	0	39	12
gene0460	0	0	0	0	0	0	0	0	0	0	0	0	7	87
gene0461	0	0	0	0	0	0	0	0	0	0	0	0	0	23
gene0462	0	0	0	0	0	0	0	0	0	0	0	0	67	38
gene0463	0	0	0	0	0	0	0	0	0	0	0	0	0	107
gene0464	2	19	2	2	48	2	8	4	6	3	4	4	1	2
gene0465	0	0	0	1	0	0	4	3	5	31	16	24	1	1
gene0466	0	0	0	0	0	0	0	0	0	0	0	0	21	4
gene0467	0	0	0	0	0	0	0	0	0	0	0	0	2	44
gene0468	3	4	4	1	0	3	12	10	8	8	5	6	89	14
gene0469	5	6	5	11	9	9	7	12	7	21	16	34	7	4
gene0470	0	0	0	0	0	0	30	4	2	8	1	1	0	0
gene0471	0	0	0	0	0	0	0	0	0	0	0	0	1	20
gene0472	3	4	4	6	9	4	5	9	6	18	25	14	5	1
gene0473	0	0	0	0	0	0	0	0	0	0	0	0	46	122
gene0474	12	38	24	23	39	40	65	97	104	182	219	282	52	42
gene0475	0	0	0	0	1	0	1	1	1	2	3	3	73	9
gene0476	0	0	0	0	0	0	0	0	0	0	0	0	4	25
gene0477	0	0	0	0	0	0	0	0	0	0	0	0	13	53
gene0478	0	0	0	0	0	0	0	0	0	0	0	0	1	24
gene0479	0	0	0	0	0	0	0	0	0	0	0	0	80	44
gene0480	39	30	44	17	7	9	7	7	5	5	2	5	37	23
gene0481	0	0	0	0	0	0	0	0	0	0	0	0	8	0
gene0482	0	0	0	0	0	0	0	0	0	0	0	0	36	12
gene0483	0	1	0	1	1	8	5	3	12	1	1	2	0	4
gene0484	14	12	11	11	7	10	12	11	11	6	5	5	3	64
gene0485	22	13	9	12	12	10	17	20	14	18	19	20	9	41
gene0486	0	0	0	0	0	0	0	0	0	0	0	0	1	24
gene0487	1	1	0	8	11	7	4	9	8	7	11	9	0	0
gene0488	0	0	0	0	0	0	0	0	0	0	0	0	103	61
gene0489	0	0	0	0	0	0	0	0	0	0	0	0	27	122
gene0490	0	0	0	5	3	3	13	20	19	44	41	68	67	16
gene0491	0	0	0	0	0	0	0	0	0	0	0	0	7	24
gene0492	4	6	8	14	17	15	7	9	16	34	28	39	5	2
gene0493	0	0	0	0	0	0	0	0	0	0	0	0	7	34
gene0494	1	1	1	0	2	0	2	3	3	5	4	4	49	22
gene0495	0	0	0	0	0	0	0	0	0	0	0	0	81	2
gene0496	0	0	0	1	2	2	20	47	19	244	212	371	2	0
gene0497	2	1	2	3	1	2	1	2	1	2	1	1	24	4
gene0498	0	0	0	0	0	0	0	0	0	0	0	0	66	35
gene0499	4	8	14	4	2	6	21	16	36	353	166	159	130	37
gene0500	0	0	0	0	0	0	0	0	0	0	0	0	52	24
gene0501	3	4	4	3	2	3	4	3	4	7	5	5	47	132
gene0502	22	13	16	13	12	18	13	16	18	23	38	23	43	15
gene0503	0	0	0	0	3	0	1	1	3	12	13	22	1	1
gene0504	0	0	0	0	0	0	0	0	0	0	0	0	7	26
gene0505	0	0	0	0	0	0	0	0	0	0	0	0	54	31
gene0506	0	0	0	0	0	0	0	0	0	0	0	0	3	69
gene0507	2	0	0	1	0	0	0	0	0	0	0	0	1	39
gene0508	0	0	0	0	0	0	0	0	0	0	0	0	72	1
gene0509	0	0	0	0	0	0	0	0	0	0	0	0	411	134
gene0510	0	0	0	0	0	0	0	0	0	0	0	0	4	34
gene0511	0	0	1	11	1	6	15	9	10	11	6	7	5	0
gene0512	0	0	0	0	0	0	0	0	0	0	0	0	1085	174
gene0513	0	4	1	8	15	2	23	22	31	44	53	29	5	10
gene0514	17	6	9	6	4	5	13	12	11	9	13	9	1	29
gene0515	0	0	0	0	0	0	0	0	0	0	0	0	1	24
gene0516	0	0	0	0	0	0	0	0	0	0	0	0	15	38
gene0517	8	9	8	13	35	7	22	24	22	35	43	50	0	0
gene0518	0	0	0	0	0	0	0	0	0	0	0	0	73	10
gene0519	4	12	5	30	70	23	53	67	43	192	88	222	143	29
gene0520	0	0	0	0	0	0	0	0	0	0	0	0	21	5
gene0521	0	0	0	0	0	0	0	0	0	0	0	0	18	4
gene0522	2	2	2	1	2	2	3	3	3	4	2	2	9	34
gene0523	0	0	0	1	1	0	0	1	0	0	0	0	4	31
gene0524	3	6	7	1	0	1	5	2	1	2	1	0	11	1
gene0525	104	107	82	66	99	71	36	50	39	64	105	82	2	17
gene0526	0	0	0	0	0	0	0	0	0	0	0	0	7	37
gene0527	0	0	0	0	0	0	0	0	0	0	0	0	2	73
gene0528	0	0	0	0	0	0	0	0	0	0	0	0	54	12
gene0529	71	47	38	21	17	19	20	22	17	22	23	27	4	8
gene0530	4	3	9	3	1	3	3	2	2	2	1	1	36	76
gene0531	10	7	13	5	7	7	17	14	26	18	15	12	206	84
gene0532	0	0	0	0	0	0	0	0	0	0	0	0	14	2
gene0533	1	0	0	2	0	1	1	1	1	1	1	0	6	131
gene0534	17	15	10	22	18	16	25	32	18	22	15	17	24	281
gene0535	0	0	0	0	0	0	0	0	0	0	0	0	25	111
gene0536	65	32	38	35	18	20	7	4	7	1	1	2	12	90
gene0537	0	0	0	0	0	0	0	0	0	1	0	0	47	8
gene0538	0	0	0	0	0	0	0	0	0	1	1	1	155	52
gene0539	0	0	0	0	0	0	79	15	8	45	4	6	0	0
gene0540	0	0	1	2	2	1	10	13	10	8	5	3	26	6
gene0541	0	0	0	0	0	0	0	0	0	0	0	0	12	102
gene0542	3	3	2	3	3	2	3	4	3	6	6	6	22	6
gene0543	0	0	0	0	0	0	0	0	0	0	0	0	374	42
gene0544	0	0	0	0	0	0	0	0	0	0	0	0	61	36
gene0545	0	0	0	4	3	2	2	6	11	1	2	2	1	1
gene0546	0	0	0	0	0	0	1	0	0	0	0	0	14	2
gene0547	1	0	0	0	0	0	0	0	0	0	0	0	2	73
gene0548	2	1	2	13	11	12	12	23	16	25	23	33	4	7
gene0549	0	0	0	0	0	0	1	0	0	2	2	1	48	11
gene0550	1	0	0	0	0	0	0	0	0	0	0	0	77	9
gene0551	0	0	0	0	0	0	0	0	0	0	0	0	0	9
gene0552	0	0	0	0	0	0	0	0	0	0	0	0	0	12
gene0553	0	0	0	0	0	0	0	0	0	0	0	0	2	207
gene0554	0	0	0	0	0	0	0	0	0	0	0	0	2	91
gene0555	0	0	0	0	0	0	0	0	0	0	0	0	0	13
gene0556	0	0	0	0	0	0	0	0	0	0	0	0	2	39
gene0557	14	19	16	16	29	15	8	12	10	20	29	34	20	17
gene0558	0	0	1	0	0	0	0	0	0	0	0	0	58	27
gene0559	3	3	15	3	0	6	5	3	2	4	1	1	17	3
gene0560	0	0	0	0	0	0	0	0	0	0	0	0	13	70
gene0561	0	0	0	0	0	0	0	0	0	0	0	0	297	75
gene0562	5	6	3	5	9	4	17	14	16	7	7	7	1	2
gene0563	26	32	21	26	28	37	67	59	65	34	47	21	10	15
gene0564	0	0	0	0	0	0	0	0	0	0	0	0	3	28
gene0565	0	0	0	0	0	0	0	0	0	0	0	0	0	36
gene0566	0	0	0	0	0	0	0	0	0	0	0	0	1	22
gene0567	0	0	0	0	0	0	0	0	0	0	0	0	4	24
gene0568	0	0	0	0	0	0	0	0	0	0	0	0	53	0
gene0569	0	0	0	0	0	0	0	0	0	0	0	0	66	192
gene0570	2	8	3	8	11	23	52	82	85	107	249	69	15	8
gene0571	16	12	15	11	8	10	8	6	8	5	3	4	2	14
gene0572	12	16	16	13	14	16	25	41	27	135	196	199	16	12
gene0573	15	9	7	9	8	6	8	9	7	7	8	9	17	2
gene0574	0	0	0	0	0	0	0	0	0	0	0	0	56	25
gene0575	0	0	0	0	0	0	1	2	1	4	2	3	266	15
gene0576	1	0	0	22	1	4	0	0	0	0	0	0	0	0
gene0577	11	17	11	42	26	33	34	72	83	42	43	73	11	15
gene0578	0	2	1	3	2	0	12	10	31	11	8	2	2	0
gene0579	0	0	0	0	0	0	0	0	0	0	0	0	10	65
gene0580	29	28	19	15	10	11	19	23	23	9	12	7	0	1
gene0581	46	56	33	25	18	34	46	31	34	27	14	15	67	92
gene0582	16	13	15	14	14	13	13	17	13	33	32	38	12	9
gene0583	0	0	0	0	0	0	0	0	0	0	0	0	1	55
gene0584	0	5	1	6	8	7	5	8	10	7	6	4	0	0
gene0585	104	195	81	163	263	172	314	236	403	164	97	203	1044	378
gene0586	1	0	0	15	3	10	0	0	1	1	0	2	19	3
gene0587	2	2	3	1	1	2	2	3	3	1	2	1	3	111
gene0588	76	113	39	88	166	84	207	124	224	79	53	147	161	58
gene0589	20	7	84	8	1	11	43	20	15	24	7	12	77	49
gene0590	0	0	0	0	0	0	0	0	0	0	0	0	217	59
gene0591	11	23	5	25	61	16	4	4	9	16	54	33	18	35
gene0592	0	0	0	0	0	19	0	0	0	0	0	0	0	0
gene0593	0	0	0	0	0	0	0	0	0	0	0	0	26	3
gene0594	2	4	2	7	6	13	7	9	10	6	9	9	11	2
gene0595	0	0	0	0	0	0	0	0	0	0	0	0	54	18
gene0596	10	34	13	42	94	50	43	54	52	37	44	40	4	1
gene0597	0	0	1	27	6	7	9	12	9	9	12	12	67	0
gene0598	0	0	0	0	0	0	0	0	0	0	0	0	7	22
gene0599	0	0	0	0	0	0	0	0	0	0	0	0	11	64
gene0600	20	23	18	22	19	17	32	28	33	12	8	8	37	6
gene0601	1	0	0	0	0	0	1	0	0	0	0	0	74	40
gene0602	0	0	0	1	1	1	0	2	1	8	5	6	2	1
gene0603	0	0	0	0	0	0	0	0	0	0	0	0	5	23
gene0604	0	0	0	0	0	0	0	0	0	0	0	0	40	18
gene0605	0	0	0	0	0	0	2	3	3	24	24	36	0	2
gene0606	0	0	0	0	0	0	0	0	0	0	0	0	3	19
gene0607	7	14	10	7	6	12	4	0	6	0	0	0	19	18
gene0608	19	25	24	19	18	19	14	14	15	9	11	10	13	76
gene0609	0	0	0	0	0	0	0	0	0	0	0	0	87	52
gene0610	72	109	95	92	72	122	101	49	69	128	37	153	132	39
gene0611	0	0	0	0	0	0	0	0	0	0	0	0	14	54
gene0612	0	0	0	0	0	0	0	0	0	0	0	0	0	12
gene0613	0	0	0	0	0	0	0	0	0	0	0	0	11	48
gene0614	43	34	51	21	13	21	9	8	5	5	4	4	14	11
gene0615	6	8	3	7	12	2	13	8	18	4	4	3	1	0
gene0616	2	2	1	2	1	2	5	5	5	3	2	2	2	18
gene0617	110	66	124	47	102	31	60	39	59	18	14	14	20	50
gene0618	0	0	0	1	0	0	0	1	1	0	0	0	0	24
gene0619	29	21	19	13	12	12	5	4	8	3	3	5	2	18
gene0620	0	0	0	0	0	0	0	0	0	0	0	0	8	33
gene0621	0	0	0	0	0	0	0	0	0	0	0	0	13	112
gene0622	0	0	0	0	0	0	0	0	0	1	1	1	1	57
gene0623	0	0	0	0	0	0	0	0	0	0	0	0	39	12
gene0624	12	33	15	12	38	19	16	24	15	83	184	64	8	22
gene0625	0	0	0	0	0	0	0	0	0	0	0	0	16	48
gene0626	0	0	0	0	0	0	0	0	0	0	0	0	115	31
gene0627	0	0	0	0	0	0	0	0	0	0	0	0	55	108
gene0628	0	4	1	10	29	11	7	16	7	40	53	65	58	1
gene0629	0	0	0	0	0	0	0	0	0	0	0	0	3	20
gene0630	1	1	1	21	25	14	8	10	20	43	54	90	8	9
gene0631	0	0	0	1	11	1	9	34	19	130	224	220	20	1
gene0632	2	2	2	2	1	1	2	3	2	1	2	1	3	98
gene0633	16	31	14	49	69	29	63	114	126	125	161	115	93	171
gene0634	0	0	0	3	4	2	2	9	5	6	16	19	1	0
gene0635	0	0	0	0	0	0	0	0	0	0	0	0	1	266
gene0636	4	7	2	33	40	25	38	67	58	116	192	130	5	5
gene0637	1	2	1	1	1	1	16	10	5	4	2	2	2	1
gene0638	1	8	1	5	22	11	1	2	4	3	1	5	1	0
gene0639	0	0	0	0	0	0	0	0	0	0	0	0	28	115
gene0640	0	0	0	0	0	0	0	0	0	0	0	0	40	17
gene0641	7	142	2	128	354	185	0	0	2	1	0	1	9	0
gene0642	0	0	0	1	0	0	0	0	0	0	0	0	194	30
gene0643	9	5	5	4	3	4	3	4	2	2	4	2	1	36
gene0644	0	0	0	0	0	0	0	0	0	0	0	0	1	953
gene0645	0	0	0	0	0	0	0	0	0	0	0	0	5	30
gene0646	0	0	0	0	0	0	0	0	0	0	0	0	11	150
gene0647	5	7	5	31	21	19	36	80	54	98	51	189	0	0
gene0648	11	13	7	11	17	5	21	19	19	7	5	8	8	4
gene0649	14	10	6	20	29	20	63	108	99	60	125	56	1	7
gene0650	28	21	25	76	70	54	101	81	64	61	43	56	131	168
gene0651	7	9	22	16	16	19	115	132	141	64	58	77	33	33
gene0652	0	0	0	0	0	0	0	0	0	0	0	0	0	83
gene0653	5	2	3	4	3	5	13	10	13	49	27	47	7	3
gene0654	1	4	1	7	7	5	12	20	24	18	14	14	0	0
gene0655	0	0	0	0	0	0	0	0	0	0	0	0	0	16
gene0656	0	0	0	11	1	3	0	0	0	0	0	0	0	0
gene0657	0	0	0	0	0	0	0	0	0	0	0	0	1	12
gene0658	0	0	0	0	0	0	0	0	0	0	0	0	64	15
gene0659	2	2	2	2	4	2	7	8	9	22	17	17	23	15
gene0660	0	0	0	0	0	0	0	0	0	0	0	0	1	248
gene0661	0	0	0	0	0	0	0	0	0	0	0	0	155	71
gene0662	0	0	1	3	2	1	4	21	8	23	34	31	16	1
gene0663	0	0	0	0	0	0	0	0	0	0	0	0	0	15
gene0664	0	0	0	0	0	0	0	0	0	0	0	0	6	67
gene0665	0	0	0	0	0	0	0	0	0	0	0	0	61	1
gene0666	0	0	0	0	0	0	0	0	0	0	0	0	1	25
gene0667	0	0	0	0	0	0	0	0	0	0	0	0	750	117
gene0668	4	7	2	4	8	3	16	13	15	46	22	31	3	13
gene0669	12	4	3	4	2	4	3	3	3	2	3	2	1	11
gene0670	1	4	4	9	13	7	6	8	9	10	8	11	1	1
gene0671	1	1	3	0	1	1	0	0	1	10	5	9	0	0
gene0672	5	5	12	5	8	7	37	41	59	103	121	116	1	1
gene0673	0	0	0	0	0	0	0	0	0	0	0	0	0	88
gene0674	0	0	0	0	0	0	0	0	0	0	0	0	69	36
gene0675	0	0	0	0	0	0	0	0	0	0	0	0	3	15
gene0676	1	3	66	95	9	69	263	139	123	374	228	308	21	45
gene0677	69	43	37	23	23	23	53	22	13	17	23	30	13	106
gene0678	4	5	3	6	14	7	13	24	23	41	41	47	0	0
gene0679	53	41	43	34	25	31	34	32	31	17	17	12	2	1
gene0680	0	0	0	0	0	0	0	0	0	0	0	0	31	94
gene0681	2	4	2	7	9	8	4	4	5	3	3	3	1	1
gene0682	0	0	0	0	0	0	0	0	0	0	0	0	4	67
gene0683	2	2	3	7	7	6	11	13	9	8	11	8	4	1
gene0684	4	4	5	4	9	5	13	14	10	31	33	28	2	1
gene0685	0	0	0	1	3	1	2	6	4	8	10	24	1	0
gene0686	1	1	0	0	0	0	0	0	0	0	0	0	1	11
gene0687	2	5	3	10	12	2	17	13	10	92	132	68	39	17
gene0688	1	1	0	1	0	0	0	0	1	0	0	0	1	28
gene0689	5	5	8	4	2	4	8	6	6	8	9	7	25	7
gene0690	0	0	0	0	0	0	0	0	0	0	0	0	30	10
gene0691	0	0	0	0	0	0	0	0	0	0	0	0	274	138
gene0692	0	0	0	0	0	0	0	0	0	0	0	0	11	1
gene0693	3	6	3	5	7	5	6	7	5	11	7	32	1	1
gene0694	65	28	25	19	14	13	17	13	16	9	10	8	16	32
gene0695	0	0	0	0	0	0	0	0	0	0	0	0	6	28
gene0696	0	0	0	0	0	0	0	0	0	0	0	0	7	70
gene0697	2	3	5	3	3	4	16	15	16	4	2	4	37	35
gene0698	0	0	0	0	0	0	0	0	0	0	0	0	2	46
gene0699	5	24	3	20	58	26	2	7	6	5	7	12	1	3
gene0700	23	23	26	21	20	27	84	78	68	60	37	60	83	18
gene0701	0	0	0	0	0	0	0	0	0	0	0	0	141	41
gene0702	6	10	4	14	13	13	13	16	21	17	12	19	0	0
gene0703	0	0	0	0	0	0	0	0	0	0	0	0	221	45
gene0704	22	18	20	17	12	16	10	9	10	8	7	7	3	27
gene0705	0	1	1	1	1	0	1	0	0	1	1	1	27	53
gene0706	0	0	0	1	1	1	1	1	1	1	0	0	0	12
gene0707	0	0	0	0	0	0	0	0	0	0	0	0	0	20
gene0708	0	0	0	0	0	0	0	0	0	0	0	0	32	64
gene0709	3	4	4	2	2	3	25	22	24	78	107	90	6	33
gene0710	2	1	3	1	0	1	3	3	2	3	5	4	15	39
gene0711	0	0	0	1	11	3	4	5	9	72	279	109	31	1
gene0712	1	1	0	1	1	0	0	0	0	0	0	0	14	35
gene0713	0	0	0	0	0	0	0	0	0	0	0	0	10	78
gene0714	7	5	8	5	5	5	6	9	10	1	7	2	0	24
gene0715	0	0	0	0	0	0	0	0	0	0	0	0	1	37
gene0716	0	0	0	0	0	0	0	0	0	0	0	0	48	10
gene0717	0	0	0	0	0	0	0	0	0	0	0	0	100	50
gene0718	5	3	4	3	2	3	3	3	3	2	2	1	1	25
gene0719	0	0	0	0	0	0	0	0	0	0	0	0	1	11
gene0720	3	12	3	12	28	17	14	28	26	41	24	62	9	2
gene0721	0	0	0	0	0	0	0	0	0	0	0	0	16	45
gene0722	27	21	19	14	17	15	19	21	15	20	17	16	2	14
gene0723	5	4	6	5	3	5	1	5	3	10	11	13	1	2
gene0724	9	16	36	3	1	6	6	3	4	2	2	2	6	3
gene0725	0	0	0	0	0	0	0	0	0	0	0	0	55	811
gene0726	0	0	0	0	0	0	0	0	0	0	0	0	25	3
gene0727	0	0	0	0	0	0	0	0	0	0	0	0	83	19
gene0728	1	1	0	1	1	1	0	0	0	0	0	0	21	6
gene0729	0	0	0	0	0	0	0	0	0	0	0	0	2	24
gene0730	0	0	0	0	0	0	0	0	0	0	0	0	3	21
gene0731	0	0	0	0	0	0	0	0	0	0	0	0	18	43
gene0732	0	0	0	0	0	0	0	0	0	0	0	0	13	55
gene0733	7	9	6	8	8	7	21	25	16	47	69	57	1	1
gene0734	0	0	0	0	0	0	1	1	1	1	1	1	16	246
gene0735	1	2	2	3	4	3	4	5	6	8	6	8	1	13
gene0736	1	10	1	7	29	19	7	9	17	7	5	8	1	0
gene0737	0	1	0	4	11	5	4	9	6	12	21	11	0	0
gene0738	0	0	0	0	0	0	0	0	0	0	0	0	99	59
gene0739	4	3	3	1	1	1	1	1	0	1	0	0	35	11
gene0740	3	6	1	8	15	5	3	4	3	9	13	8	116	151
gene0741	0	0	0	0	0	0	0	0	0	0	0	0	17	2
gene0742	3	5	3	7	13	6	31	53	35	77	99	112	3	3
gene0743	0	0	0	0	0	0	0	0	0	0	0	0	441	49
gene0744	0	0	0	0	0	0	0	0	0	0	0	0	76	7
gene0745	0	0	0	0	0	0	0	0	0	0	0	0	2	54
gene0746	0	0	0	0	0	0	0	0	0	0	0	0	37	9
gene0747	11	12	9	6	5	9	12	11	17	6	5	6	1	3
gene0748	0	0	0	0	0	0	0	0	0	0	0	0	162	70
gene0749	22	13	13	11	9	8	7	6	7	3	4	2	3	24
gene0750	0	0	0	0	0	0	0	0	0	0	0	0	23	172
gene0751	0	0	0	0	0	0	0	0	0	0	0	0	16	59
gene0752	6	10	5	9	7	6	3	3	5	5	2	5	6	29
gene0753	1	2	1	13	1	4	0	0	0	0	0	0	1	3
gene0754	6	3	3	2	4	3	3	3	3	8	6	6	20	6
gene0755	0	0	0	0	0	0	0	0	0	0	0	0	2	38
gene0756	0	0	0	0	0	0	0	0	0	0	0	0	1	850
gene0757	29	7	81	11	5	40	1	0	0	0	1	0	7	118
gene0758	9	11	9	8	8	9	4	5	4	5	5	5	4	22
gene0759	0	0	0	0	0	0	0	0	0	0	0	0	8	0
gene0760	0	0	0	0	0	0	0	0	0	0	0	0	308	94
gene0761	0	0	0	0	0	0	0	0	0	0	0	0	1	174
gene0762	0	0	0	0	0	0	0	0	0	0	0	0	115	17
gene0763	3	1	2	1	1	1	2	1	1	2	2	2	27	77
gene0764	0	0	0	0	0	0	0	0	0	0	0	0	11	36
gene0765	0	0	0	0	0	0	0	0	0	0	0	0	0	17
gene0766	7	51	16	1	0	3	0	0	0	1	0	0	0	1
gene0767	0	0	0	0	0	0	0	0	0	0	0	0	12	41
gene0768	11	21	12	14	29	13	8	16	11	19	20	51	22	14
gene0769	10	7	8	7	5	5	3	3	5	2	4	2	8	130
gene0770	10	18	22	12	16	17	37	35	42	39	32	30	34	94
gene0771	0	0	0	0	0	0	0	0	0	0	0	0	108	37
gene0772	2	3	1	3	3	2	3	12	3	32	30	22	2	3
gene0773	0	0	0	0	0	0	0	0	0	0	0	0	8	31
gene0774	14	12	14	7	4	9	16	10	10	6	4	3	14	6
gene0775	23	50	56	55	14	24	92	105	129	145	85	241	78	24
gene0776	61	21	20	10	4	7	3	1	1	2	7	1	0	3
gene0777	0	1	0	0	1	0	0	0	0	0	0	0	0	30
gene0778	2	1	6	34	8	27	2	2	3	6	1	5	20	2
gene0779	0	0	0	0	0	0	0	0	0	0	0	0	22	150
gene0780	2	10	2	48	60	18	5	11	17	11	17	13	88	78
gene0781	2	5	6	10	10	5	12	27	16	34	87	46	3	0
gene0782	0	2	1	1	13	4	9	12	17	27	37	47	0	0
gene0783	0	0	0	0	0	0	0	0	0	0	0	0	15	37
gene0784	0	0	0	1	0	0	9	10	13	4	5	3	0	0
gene0785	6	3	4	3	1	3	7	9	10	2	4	1	0	2
gene0786	3	2	2	4	3	2	2	4	2	4	3	4	17	1
gene0787	21	34	29	36	59	53	39	48	92	42	71	44	29	48
gene0788	0	0	0	0	0	0	0	0	0	0	0	0	20	46
gene0789	0	0	0	0	0	0	0	0	0	0	0	0	10	46
gene0790	1	12	1	21	93	42	17	40	29	57	53	118	2	1
gene0791	2	2	2	4	1	4	4	5	2	5	4	6	14	3
gene0792	12	40	39	51	83	90	130	168	190	209	199	217	89	17
gene0793	7	16	9	13	30	26	0	1	0	0	0	1	0	0
gene0794	0	0	0	2	64	6	0	0	0	0	0	0	0	0
gene0795	0	0	0	0	0	0	0	0	0	0	0	0	19	2
gene0796	1	1	3	3	4	2	8	15	8	7	12	10	132	25
gene0797	1	0	0	1	0	0	0	0	0	0	0	0	13	51
gene0798	6	5	10	9	9	6	16	20	14	49	41	58	7	16
gene0799	24	21	16	16	16	15	17	19	19	14	19	14	9	118
gene0800	0	0	0	0	0	0	0	0	0	0	0	0	54	117
gene0801	0	0	0	0	0	0	0	0	0	0	0	0	51	162
gene0802	0	0	0	0	0	0	0	0	0	0	0	0	46	17
gene0803	0	0	0	5	1	1	13	5	12	3	1	1	15	0
gene0804	0	0	0	0	0	0	0	0	0	0	1	0	97	3
gene0805	0	0	0	1	1	0	25	15	15	7	3	7	0	0
gene0806	0	0	0	3	4	4	22	54	28	159	152	256	2	0
gene0807	4	7	3	22	22	5	2	4	2	15	21	9	56	56
gene0808	3	2	2	0	0	0	0	0	0	0	0	0	19	97
gene0809	116	79	67	46	40	60	15	14	19	1	8	2	3	1003
gene0810	0	0	0	0	0	0	0	0	0	0	0	0	20	42
gene0811	8	16	7	28	45	24	41	65	99	147	251	181	16	61
gene0812	1	3	0	0	3	3	1	0	0	0	0	1	36	16
gene0813	0	0	0	0	0	0	0	0	0	0	0	0	3	20
gene0814	26	32	27	13	18	18	10	7	8	6	4	6	2	14
gene0815	4	14	10	4	6	3	67	43	63	24	12	5	2	0
gene0816	0	41	3	2	42	187	472	823	744	459	590	710	0	0
gene0817	0	0	0	0	0	0	0	0	0	0	0	0	3	144
gene0818	17	15	22	11	10	18	27	19	22	23	16	16	10	46
gene0819	0	0	0	0	0	0	0	0	0	0	0	0	21	4
gene0820	0	0	0	0	0	0	0	0	0	0	0	0	16	48
gene0821	0	0	0	0	0	0	0	0	0	0	0	0	7	31
gene0822	0	0	0	0	0	0	0	0	0	0	0	0	119	48
gene0823	0	0	0	0	0	0	0	0	0	0	0	0	1	14
gene0824	0	0	0	0	0	0	0	0	0	0	0	0	48	176
gene0825	1	1	1	1	1	1	2	2	1	1	1	1	8	30
gene0826	0	0	0	0	0	0	0	0	0	0	0	0	3	132
gene0827	0	0	0	0	1	1	0	0	1	0	0	0	9	0
gene0828	0	0	0	0	0	0	0	0	0	0	0	0	1	25
gene0829	6	5	5	3	4	5	3	3	3	2	3	2	28	10
gene0830	0	0	0	0	0	0	0	0	0	0	0	0	1	14
gene0831	0	0	0	1	0	0	2	5	3	11	15	9	1	0
gene0832	1	1	1	1	1	1	2	2	2	3	3	3	1	11
gene0833	0	1	0	1	1	1	0	1	1	1	1	1	39	12
gene0834	0	0	0	0	0	0	0	0	0	0	0	0	8	26
gene0835	0	0	0	0	0	0	0	0	0	0	0	0	72	7
gene0836	0	0	0	0	0	0	0	0	0	0	0	0	60	19
