no. samples with count > 0	no. samples with count >= 5	no. samples with count >= 10	pre-VST median expression	pre-VST mean expression	pre-VST expression variance	post-VST median expression	post-VST mean expression	post-VST expression variance
g3971	10	7	2	6.63992125129804	7.93055369520532	34.0889328980386	4.67685251706104	4.68767055647406	0.163740877106542
g3972	10	10	10	231.490681301133	274.550264643982	18320.3388529058	7.99279569792583	8.10659373046942	0.356130204290423
g3973	10	10	10	112.14715272987	116.012076948885	2404.71803549116	7.07781390994791	7.03267517199001	0.333315471809816
g3974	8	1	0	1.36846233174876	1.75014913363039	3.4305633120851	4.12201076180624	4.09934885265335	0.0902673060504003
g3975	10	10	10	278.098878816916	293.972866625654	3806.34125170573	8.24029361197588	8.29317747567094	0.0682438393083124
g3976	1	0	0	0	0.0527762897321334	0.0278533675789009	3.6491789472175	3.67871684084185	0.00872487159763146
g3977	2	0	0	0	0.278470619613928	0.346972396127075	3.6491789472175	3.74479621769316	0.0407015046826764
g3978	3	1	0	0	1.07268411672696	4.44284729521237	3.6491789472175	3.86408008345296	0.140439950656531
g3980	10	10	10	447.923628317811	427.62488068973	61664.8378507863	8.88279526535023	8.55360111422658	1.041278662104
g3981	10	10	10	154.252769033973	160.368838889925	5686.09386523952	7.47788980716339	7.42245641261287	0.340812083709153
g3982	5	1	0	0.808629897989786	2.11517257962436	9.83595550575603	3.9067949033751	4.03994454435501	0.205174309238644
g3983	10	10	10	83.1293871628998	87.3663942646858	574.079128859266	6.73732262797459	6.76594643490937	0.0868929225240044
g3984	8	2	0	2.03174078193261	2.31146146786605	3.15867011392533	4.22453137324098	4.18326419081909	0.0995258190368519
g3985	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g3986	10	10	10	41.7342668637038	45.6645947522182	858.646363880338	6.00826634616979	5.98052409613857	0.33316421221822
g3987	9	1	0	1.70959282780321	2.346145240447	4.33007691357028	4.17870573715645	4.20484974201562	0.0785027437049501
g3988	10	10	10	114.802843930775	129.690393533945	3922.98972013448	7.11361972727739	7.17007062616885	0.279161506327213
g3989	10	7	4	6.52096549907466	7.8317392189326	20.2498001958428	4.66795971203791	4.71117549367196	0.103509668029698
g3990	10	10	10	27.5903399242285	26.3786267649555	81.542028541642	5.62944032315904	5.55809757143228	0.094968754066856
g3991	10	5	2	5.30997962280314	9.06367171320166	115.021766154847	4.57102301914458	4.6733838892118	0.325967381411627
g3994	10	10	9	36.1466292748734	39.5199318939166	445.538337805609	5.86647679245182	5.86483951121307	0.275508399180005
g3995	10	10	10	184.129680019973	201.809998904591	5417.73097992745	7.70361736509387	7.754301666878	0.214364930171164
g3996	9	5	4	5.06685044970013	7.65649287782217	53.5955117049361	4.54965479127878	4.603758714683	0.288094598159502
g3997	10	10	10	123.959158598426	135.796239548741	1801.59065202806	7.20653555239685	7.27890957319119	0.126845340802328
g3998	3	3	3	0	7.56234869350805	151.963891733917	3.6491789472175	4.21891476382449	0.845395357062871
g3999	10	10	10	185.778811523813	248.345585865296	29493.9889615298	7.71452650111635	7.89958961569391	0.542344415055571
g4000	10	10	10	45.5207814033825	42.3486635881561	419.616636297677	6.07102130370232	5.93649956369732	0.268413975102906
g4002	10	10	10	84.4424141805263	99.7788230114117	2048.71685433434	6.75582357669535	6.87177047079926	0.226579679698044
g4003	10	10	10	56.0997396472283	58.653834415375	437.553281193301	6.30530491137211	6.30567306656834	0.15208088945002
g4004	10	10	10	285.229746830555	380.031056977373	90329.293875899	8.27524938695803	8.42491192215301	0.614578939181831
g4005	8	2	0	1.81974607607283	2.347059829716	4.71166971804711	4.19527070143262	4.17327586746921	0.116098473913728
g4006	2	0	0	0	0.243625903412636	0.280781637650857	3.6491789472175	3.7381312246472	0.0357389773634446
g4007	10	10	10	25.4190007060762	26.7398723343964	159.378173643114	5.54071933498474	5.541939373097	0.171281903302469
g4008	10	10	10	212.494217522334	287.551520676155	50573.6290883819	7.88826852234528	8.04326538797586	0.657675059793939
g4009	10	10	10	209.831879121084	220.21593360635	5136.90433956308	7.87157780088725	7.88077757031116	0.171609515498752
g4010	10	10	10	70.8788068046434	88.2763157395205	3144.09502158316	6.55845655142114	6.66351895763834	0.419389559317718
g4011	10	10	7	17.4631176841061	26.7479869037435	488.979413058696	5.25449364828836	5.42695232361482	0.475133988676897
g4012	4	0	0	0	0.725156489386287	1.18189512064795	3.6491789472175	3.86085068164042	0.0819868794159618
g4013	10	8	5	8.17346761244913	8.61119498284105	26.0865542909035	4.77289781552723	4.75563238436333	0.121925134812258
g4014	10	10	10	129.009379377487	141.809180360916	3895.14258361016	7.2573918085887	7.27482391286193	0.33084417599394
g4015	9	4	3	3.09934164557419	6.68363727544609	53.3456651638616	4.35740813446626	4.51864514453493	0.295539291050354
g4016	10	10	8	14.9017703801167	16.7892878191802	110.569891146592	5.14848839338903	5.17065024312346	0.159347922600242
g4017	7	0	0	1.19501955915164	1.32132646174327	1.35423697735716	4.08907360894827	4.02834905814788	0.0802784117371215
g4018	10	5	5	8.1443116462547	50.1491826568747	14420.4692629684	4.75802183493108	5.22507564300869	1.86512475017757
g4020	10	10	10	32.3649199408493	30.8439659260214	51.397237708658	5.77011381365677	5.70943140452973	0.0529718407950717
g4021	10	10	10	32.3649199408493	30.8439659260214	51.397237708658	5.77011381365677	5.70943140452973	0.0529718407950717
g4022	10	10	10	336.076633059439	337.63189554914	5318.10461167924	8.49472659607692	8.47608257384488	0.0779696860997076
g4023	10	10	10	59.0205000957683	72.7825195451586	836.125368197173	6.36095165250768	6.53314655563815	0.161544133812967
g4024	6	2	2	0.734702081497531	5.18269058175365	103.905799636495	3.99387567331199	4.20657583214125	0.495930067913748
g4025	10	10	10	336.051987392923	339.845702725289	8010.07926469654	8.49464091064464	8.46746916345773	0.142055806665085
g4026	10	8	8	16.4426476559881	25.3460832193742	530.447714386631	5.22172974059444	5.36539920857083	0.503912644589416
g4027	9	8	3	7.03242758841952	8.00640365483412	29.2412350495726	4.70232882594674	4.67743234268767	0.203860606255746
g4028	5	0	0	0.427777235891946	0.998775467774959	1.67064215938325	3.83701799405427	3.9253935596461	0.0963592158865985
g4029	2	1	0	0	0.964420701610447	4.159235331893	3.6491789472175	3.82519898499882	0.137902230513093
g4030	10	10	10	178.59570662903	221.424509283909	23065.490512411	7.66256357785863	7.75741789272248	0.51526603854841
g4031	1	1	0	0	0.597847107381052	3.57421163803891	3.6491789472175	3.74689013349762	0.095474759242684
g4032	10	3	0	2.63322045246263	3.64665280818611	9.44237260084451	4.3044369498129	4.35756461556346	0.0898673611330886
g4033	2	0	0	0	0.255839738465887	0.323636552036877	3.6491789472175	3.73984564491108	0.0375949419077245
g4034	10	10	10	73.6717392264394	68.2541120613955	578.431425767419	6.60188009185799	6.46436484321424	0.173056333070705
g4035	9	2	2	1.81974607607283	4.35315135608564	34.0650693091303	4.19527070143262	4.32680350772161	0.239391977201681
g4037	10	9	8	21.6706470775159	20.7126068770381	134.828153291334	5.42997142438851	5.28996511611642	0.305101704594355
g4038	10	10	10	112.726870470685	109.96173311241	514.462128329053	7.09452231609081	7.04426003548265	0.066592123277663
g4039	10	10	10	206.857178375692	208.045282685703	8201.6571562895	7.82885106551052	7.75071239118773	0.367586934422427
g4040	10	10	10	199.404642958967	332.285424434581	66475.3377197035	7.8056320048055	8.19321120761406	0.832375993068745
g4042	10	10	10	113.29048084068	132.644615993359	4554.1407395634	7.10003894129225	7.20528620483335	0.233945930993636
g4043	7	4	0	4.3172734181369	3.94938080493336	11.0111933374936	4.48363928741677	4.30000864845615	0.228256610453701
g4044	10	10	10	671.409945064754	682.629268636139	102648.934322496	9.44249863108063	9.34223645446341	0.394288871090845
g4045	10	10	10	27.4152407765984	28.7773236112494	76.712063393522	5.62397812537368	5.64291344311471	0.0633554540675701
g4047	8	4	3	3.62442915866568	19.8197311812013	1111.47092435413	4.40792528975204	4.81154961917072	1.21135815839658
g4048	10	10	10	880.450749015332	1348.6408864883	1012029.61718998	9.82234580610471	10.1933161242206	0.60263710559072
g4049	3	0	0	0	0.329927887100405	0.293183717043457	3.6491789472175	3.77639475534668	0.0423824810923537
g4050	3	0	0	0	0.669301507153407	2.00781178301809	3.6491789472175	3.81947282004225	0.0885031819480442
g4051	9	5	1	5.12601658151273	5.47644138605252	12.7992165525624	4.55443329069242	4.51115367160243	0.137500600445145
g4052	10	10	10	481.543545561117	538.391516670624	102248.987583352	8.98351710686759	8.86229422601352	1.08100740978513
g4054	1	0	0	0	0.188328253134746	0.354675309287849	3.6491789472175	3.70473053125531	0.0308597848910956
g4055	10	10	10	79.8979583292218	92.1502728082729	1687.83712950767	6.6911445843472	6.77795382534781	0.236926398613949
g4056	9	8	8	19.5783416530964	21.7505264335812	242.030934799776	5.34593217722164	5.23955708534538	0.574668729110826
g4057	10	10	10	993.848371434671	908.283275683242	212086.03333501	9.99247725815928	9.56598264469429	1.35888523008244
g4058	1	0	0	0	0.0895421349850653	0.0801779393768366	3.6491789472175	3.68760705372851	0.01476719370021
g4059	10	10	10	76.3069823143364	95.1635709630775	2638.66609944797	6.63650710938676	6.79642728597806	0.271344084339602
g4060	10	10	10	1483.56039560027	1993.59395876271	2074004.57176628	10.5584610936243	10.633089819106	1.19080946638968
g4061	10	10	10	240.714256306403	320.79411048703	64276.907216379	8.04762445164682	8.2038579794171	0.598697528995954
g4062	10	10	10	270.971426813485	263.371288009919	1925.11069845964	8.20696450368954	8.15377360903298	0.0511643760664322
g4063	10	9	7	13.7470487065415	12.6256119784308	24.1351058990966	5.0975101999915	5.00781031077792	0.0846622306963166
g4064	10	10	9	49.0391524435863	45.8628563032323	689.644136079927	6.15923852789809	5.9604699916753	0.462373881408833
g4065	1	0	0	0	0.171110894356779	0.292789381675766	3.6491789472175	3.70215987187042	0.0280697837707759
g4066	10	10	9	26.727823810977	40.4968723184919	1206.95118021588	5.59263583237794	5.74690004537037	0.667089244986325
g4067	4	2	2	0	11.3055125201813	769.416210859011	3.6491789472175	4.24226736593698	1.1282842905334
g4068	10	10	10	45.8517073665831	51.7611961030274	366.767141229623	6.10053004447708	6.17718831903438	0.140679807796243
g4069	4	3	3	0	143.541199139333	91039.4032695596	3.6491789472175	4.99887784862671	5.84606108654025
g4070	5	2	2	0.795068714078814	47.7772179485817	10654.542040494	3.90464807158729	4.68191033002626	3.12154117115758
g4072	6	2	2	1.89397520136541	27.0444473713202	3040.23718515531	4.19479978192246	4.62236307264703	2.03043148094662
g4073	4	0	0	0	0.607196168414232	0.800571776198305	3.6491789472175	3.84470866975018	0.0681390875805201
g4074	10	10	10	57.3722783569559	58.1454981379579	1102.25511662484	6.33024708506068	6.24897989658108	0.270978665515251
g4075	10	10	10	565.029641324578	559.93330543055	160984.819447975	9.16519527409011	8.74314913517451	1.78363255092664
g4076	10	10	9	32.2770089475522	37.8978472589001	657.071252502563	5.76765879456962	5.75936868750218	0.472826806746678
g4077	10	10	10	134.948991941406	156.909847107386	4957.94929858899	7.31319309625676	7.41925677420966	0.236969173944627
g4078	10	10	10	132.671846903129	138.594319743186	2478.28276859574	7.28979552625918	7.28056762403761	0.214269704282185
g4080	10	10	9	19.6447821835496	25.7735618198865	388.550924911701	5.35358434000146	5.45947176020204	0.280221207845828
g4081	1	0	0	0	0.0895421349850653	0.0801779393768366	3.6491789472175	3.68760705372851	0.01476719370021
g4082	10	10	10	85.2678327548955	85.5190342141773	181.654436266583	6.76670207440077	6.75982733342444	0.0333564478587044
g4083	10	10	10	410.031797480388	472.457318009879	39434.4874746498	8.76351249558796	8.86320626088627	0.29122498674421
g4084	10	10	10	79.7955394358383	133.567309221334	26682.473124228	6.69095285956604	6.82139726627602	1.22708018543122
g4085	10	10	10	55.5746930515978	54.7853846674545	264.807571368459	6.29328417012724	6.25092302444367	0.0969661077558657
g4086	2	0	0	0	0.277870388119811	0.397379217856479	3.6491789472175	3.74315863776631	0.0408831070618394
g4087	10	10	10	550.896280996829	658.09400415856	140914.628207989	9.16908911871292	9.23948418551838	0.555139335740618
g4088	10	10	9	195.015449377946	357.131080391887	172493.628294463	7.77735642108957	7.71651164644242	3.33346585461357
g4089	1	0	0	0	0.115363597153351	0.133087595481607	3.6491789472175	3.69276050133881	0.0189935185962876
g4090	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g4091	3	1	0	0	1.18094753184346	5.73803010576383	3.6491789472175	3.87647386020665	0.152774134742766
g4093	10	10	10	29.1427725700192	30.5829343124447	140.72382079411	5.67668670091333	5.67634647938129	0.12451214097313
g4094	3	1	1	0	1.86646205029106	17.8918167962286	3.6491789472175	3.92129002470207	0.24055682592648
g4096	10	10	10	229.804722904001	308.651356105943	42009.9963146432	7.98713994936068	8.19292503722389	0.529533919313069
g4097	5	1	0	0.415744008702054	1.46891059739165	4.02725927262182	3.83437184613013	3.9787241794975	0.143344983536486
g4098	10	10	10	39.4175202321838	40.2731356643468	328.839855847659	5.92034542449909	5.90606608653405	0.204493378664299
g4099	7	2	0	3.0061080595842	2.60343180599538	5.3324563248513	4.34747173033496	4.1750581104152	0.159130289408748
g4100	2	0	0	0	0.427932396459191	0.974288431883914	3.6491789472175	3.76498479194756	0.0627177986589219
g4101	9	7	6	13.024902578511	25.6459608329328	983.007259229606	5.05758469843814	5.18517848345253	0.994927071880532
g4102	2	0	0	0	0.335001852399622	0.648006883428574	3.6491789472175	3.75055444705084	0.0495006940735425
g4104	10	9	8	20.2079407110673	22.2773678366122	237.988334845311	5.37520815722646	5.33495139224538	0.321775397310526
g4105	10	10	10	69.2971953144801	75.3604013092751	1430.2418378756	6.52763698945849	6.51877253887398	0.348245323305574
g4106	10	10	10	159.458851754544	151.698515407452	791.106329713738	7.52102028889992	7.43720211627812	0.0761791494988207
g4107	9	7	3	6.50713994284391	7.93686422084451	47.8753538966626	4.66680166990245	4.63101654835914	0.280666015100431
g4109	10	10	10	1079.27565579449	1174.93713457065	763417.45798196	10.0803164013949	9.65238134827214	2.6650376689658
g4110	7	2	0	1.60027424397179	2.3656181336792	6.24081267109732	4.16171894735728	4.13932282776936	0.156155982604324
g4111	10	10	10	155.317452788687	149.960879070232	2294.22082752375	7.48776163231641	7.38733077595242	0.194208137548505
g4112	2	0	0	0	0.271477054875157	0.389014166969802	3.6491789472175	3.74176911103784	0.0400060115309824
g4113	10	10	10	36.6164873371928	40.6346537015685	410.652266509014	5.87621077941952	5.90200968972152	0.240589729930294
g4114	10	10	9	15.3525522572144	16.2860276856498	40.6448561454552	5.17322686050478	5.18336776596948	0.080488294552043
g4115	10	10	10	486.606306141792	472.354991217222	17231.9547683946	8.99783626449796	8.91315208711026	0.142234863369485
g4117	1	0	0	0	0.298923553690526	0.893552909509729	3.6491789472175	3.71891834730705	0.0486358392485009
g4118	3	0	0	0	0.461572073673584	0.732214293815094	3.6491789472175	3.79589816435664	0.0601193896129644
g4119	7	2	2	1.40830600317086	5.81102424937615	123.778618285262	4.12827967373693	4.28756895149904	0.484099658202469
g4120	10	10	9	18.6056002898276	18.6290051140014	71.3091525629141	5.30317972857008	5.26486209823883	0.129107707338324
g4121	10	10	8	18.5869538620259	42.2111073733733	3021.09797374523	5.31092525860974	5.62414461267295	0.963709885063639
g4123	10	10	10	84.8959768964002	92.1717709794937	1710.89796464272	6.76121184819053	6.78723517630375	0.199444179549777
g4124	10	10	10	22.2865702071935	28.2949332346329	226.070975399853	5.45226157795946	5.58341557153362	0.183030740205931
g4125	10	10	10	321.026605163001	324.875349682371	8186.48524921223	8.43275217872804	8.40458208244613	0.144722737501437
g4128	8	2	2	2.10278649789006	5.78800656053969	82.9920964409425	4.23312202281199	4.35793528581098	0.401622851483295
g4130	10	10	7	13.7662516034722	13.6678348551755	49.8552431115332	5.09864952867308	5.05262391259976	0.0958471573561611
g4131	10	10	10	212.507536345329	209.390004970944	3350.73140873445	7.8880512864011	7.82735929069818	0.13612433458082
g4132	6	4	1	1.68628443130571	3.93234194995887	20.5503241777801	4.1585017633672	4.22411374548053	0.319679267490479
g4133	1	0	0	0	0.0855554471783893	0.0731973454189416	3.6491789472175	3.68674675658486	0.0141134030066185
g4135	10	10	10	352.568513414755	437.028846099403	121660.817636506	8.55753146761002	8.45762796611016	1.3826298272138
g4136	10	10	10	516.661102206133	570.670581632384	34640.5125085169	9.07864931310698	9.15282558627747	0.212995135179154
g4137	10	10	10	270.156712387579	268.719190718659	7541.95669373131	8.19155267022421	8.13509593122079	0.201423728291675
g4138	10	10	10	352.092567877217	403.509810967263	32863.2690836465	8.54925592438592	8.62964932573967	0.355991929385862
g4139	10	10	10	78.4304320030654	77.4891109809826	712.404959393113	6.67178959563708	6.59348147623936	0.234509387977403
g4140	10	10	8	22.4096728868146	27.3950534537998	297.945849218231	5.45585684101627	5.52654520222286	0.264244993486736
g4141	10	10	10	239.257502266524	270.254508892865	13250.9648214177	8.0413028215156	8.12224602350189	0.237702417864133
g4143	10	10	10	322.403597401502	317.293766795703	2549.7578771281	8.43896230403992	8.40323251952893	0.0460871958876854
g4144	10	9	5	14.7833338077384	17.8271693267256	171.112672725825	5.11275358215494	5.16899537013494	0.280819788181623
g4145	10	9	8	18.0108224888351	23.0764150571427	305.078946767919	5.28155384475327	5.35200703295762	0.338700217570659
g4146	10	8	4	8.13682360577628	29.550262021239	2251.64217609395	4.77977676886804	5.18604978659672	1.13254211560285
g4148	10	10	10	252.490733572504	261.425764352658	5318.65005913073	8.11282782307067	8.12200904949066	0.114272204134518
g4149	10	10	10	115.840157644248	124.084867159926	4910.37643355602	7.12669821041259	7.04305791110228	0.582562865158799
g4150	10	10	10	94.6521842086143	101.893752864926	1030.53153749979	6.88305737140634	6.93047667360421	0.136687432899862
g4151	8	3	0	3.42897460714638	3.52626254411409	8.86160587857096	4.38900643122632	4.28690074333257	0.174710439806733
g4152	10	10	10	820.427617795485	879.740926782188	76672.1070493356	9.72320966150063	9.76055721693412	0.196252258767842
g4153	10	10	10	40.3922675836249	39.0003630675355	149.50213293331	5.97694748678701	5.90983489347762	0.10235244516067
g4154	10	10	7	31.3723579463805	72.6477481405844	9943.17056613315	5.74209516041372	5.98304893893874	1.63825119158643
g4155	2	0	0	0	0.430352384553153	0.886612449189037	3.6491789472175	3.76687686534374	0.0627605969016148
g4156	10	10	9	19.3572532570561	20.2428274651405	53.7072383957069	5.34073420684101	5.34628074380911	0.0815196963785278
g4157	7	3	1	2.94257091022407	3.91446193136769	21.6828688703027	4.31766736183606	4.25453984505693	0.276118653260883
g4159	10	10	10	65.0942820021699	83.8955012113356	1681.97135233512	6.46430278642098	6.66057983776783	0.257290425770934
g4160	10	10	10	97.6298939183484	104.755265892155	2765.64615699815	6.91935988555361	6.90377441474446	0.31596189542728
g4161	6	1	1	1.01587039096631	2.28702970986665	15.8119175034693	4.05737108164383	4.06291206659624	0.210074565508087
g4162	9	3	2	3.40810249568088	4.33613116901978	16.5522441168737	4.39259247200064	4.37425815854769	0.177541351033334
g4163	10	10	10	201.923603348756	208.693164252933	1002.76381017026	7.82184955407611	7.85307470939258	0.0371925046893331
g4164	2	0	0	0	0.277870388119811	0.397379217856479	3.6491789472175	3.74315863776631	0.0408831070618394
g4166	10	9	9	17.0474210551973	19.6538274866737	154.205177988613	5.24719219250589	5.27274204572472	0.208000489444487
g4167	9	6	4	5.92313568754185	16.274337217828	524.011526873643	4.62190388618985	4.85718690014763	0.792978150810742
g4169	2	2	2	0	5.56312115396948	164.654744988382	3.6491789472175	4.03693134338772	0.695757468998951
g4170	1	0	0	0	0.161725979597957	0.261552924769189	3.6491789472175	3.70070213844902	0.0265463923467975
g4171	10	10	10	533.352705411452	490.683511968081	15811.3857353162	9.12449342534991	8.96516025623075	0.152859069930354
g4172	10	10	10	277.515235448683	284.227146395852	9793.54582330823	8.23837839339643	8.2082778436403	0.197678062951666
g4173	10	10	9	16.3935626928555	22.4406365374492	303.462280189545	5.21799559882468	5.35399834595101	0.250366081535764
g4174	10	9	6	13.9331593524817	16.0572028736886	121.005419369374	5.10100761065778	5.10559839871035	0.249852022393019
g4176	10	10	10	39.3434140865516	47.2444690766759	1717.72890814319	5.94920701726505	5.96198771481851	0.42732661759681
g4177	6	6	6	25.9880447195848	35.0394084720655	1552.72989318361	5.57758163688975	5.19812222997269	1.99634733439651
g4178	9	9	9	89.0042324010972	88.8346884124235	2152.3052177726	6.8147518998337	6.55700926379569	1.20197344659936
g4179	10	10	10	56.6932903614913	61.5161529238089	1267.15459967732	6.31344828066343	6.29255265306304	0.332752839369909
g4180	4	1	0	0	1.20313211986522	7.6868520533808	3.6491789472175	3.89033385219156	0.147759768403562
g4181	10	10	10	85.1740465460298	86.8741867775898	830.271590458298	6.75676764174555	6.74410419925704	0.135849609104994
g4182	10	10	10	36.5876397602258	64.4766941775506	3233.06804370742	5.88278432215981	6.18749591506269	0.775596955340336
g4183	10	7	4	9.40867072953648	13.3505556138338	118.558234698255	4.86208879928377	4.95696461347226	0.28458959482278
g4184	10	10	5	10.0568199187773	13.9143828375908	101.09846831596	4.89938517108941	5.02615524511809	0.181585538123221
g4185	10	10	9	24.1900360700923	23.3814827711426	90.3870592354507	5.51690463839281	5.44916585523211	0.115938488374914
g4187	10	10	10	81.5042789439568	80.0812390786579	764.79392157812	6.71202586080312	6.63905280746347	0.190029505377106
g4189	8	1	0	2.87337711965065	2.92804826712483	6.17361821635137	4.33225256708832	4.23899707737141	0.136876200178865
g4192	2	0	0	0	0.172690936725476	0.132770013398195	3.6491789472175	3.72464563351103	0.025322818759054
g4193	10	6	2	5.57035397838574	11.4299937560376	198.842939844825	4.5933726827005	4.7999415689258	0.356549954136645
g4194	10	9	6	11.8986845643605	11.4383593788875	13.4830032716108	5.00304111890937	4.96004001108407	0.0451634160517068
g4195	8	3	2	0.886763080124878	17.1178522576827	1102.83271586585	4.03160384359229	4.56711016586235	1.32921893200884
g4196	2	2	2	0	6.02408896112342	166.221191251941	3.6491789472175	4.05902536362815	0.750833591325221
g4197	10	10	10	227.746645200784	234.269662994664	22229.0502250351	7.97833207516638	7.81225849611854	0.645348688668832
g4198	7	6	5	8.97931227463163	20.4472636039841	1128.31626217464	4.80674233757546	4.83653678087458	1.25621570956164
g4199	7	7	7	295.495140658313	243.22047585374	47308.5953413075	8.3165620170534	6.94907537224923	5.67465996023233
g4200	10	10	10	61.9528857203869	61.2547442980551	195.486908160991	6.4121615267171	6.3788870245157	0.07007606872219
g4201	10	10	10	20.387331789651	23.7738282786071	117.443562278619	5.37856051191016	5.45647831027407	0.129131543877703
g4202	10	10	10	157.070030959388	224.702370117693	40331.2549802556	7.49710438452423	7.52828065807789	1.4824341841594
g4203	10	10	10	166.344305312563	237.09526869537	20740.4778151219	7.57323939201341	7.84913095792522	0.552110673290339
g4204	10	10	10	221.721105993241	228.971070202069	5498.66113471213	7.93760191461795	7.92991121988344	0.177757781179908
g4205	10	10	10	89.8432809004812	101.168655879474	3705.19420564111	6.80892347863838	6.80172789920477	0.521135023504669
g4206	4	0	0	0	0.445793825670109	0.375825514414231	3.6491789472175	3.81889008172021	0.0495222318873014
g4207	8	2	1	2.56609787004411	3.55509698698305	11.1114584785363	4.29535306177648	4.29081325087714	0.172250432156859
g4208	10	10	10	20.0993699249365	19.5023297749808	49.8097052756146	5.37057817301823	5.31910512277327	0.0764191497870726
g4209	10	10	9	23.2148840671199	25.2298987778829	165.261986136707	5.48394390001645	5.4879952776627	0.181625740408096
g4210	10	10	10	428.724300123491	499.72399635815	26050.3212060312	8.82480032700568	8.97762446140675	0.177273047828664
g4211	3	2	2	0	6.29445903692172	199.40711150873	3.6491789472175	4.0960610465186	0.74370352496373
g4212	10	10	10	103.506278498326	106.810458473989	965.196417794905	6.99194716646596	6.99466681540143	0.1088085698048
g4213	10	10	10	113.574322124999	127.763620242196	860.670728786059	7.10343386905646	7.22495042067538	0.0623850663171256
g4214	10	10	10	105.089205033981	104.366868980579	1889.40750948411	7.01030705291758	6.91761628353876	0.278207330254841
g4215	10	10	10	66.9222622765341	70.1823950085995	1394.71115848316	6.48454925864685	6.43538163027086	0.353264281265953
g4216	10	10	8	16.6861225900203	15.6093260176578	32.5075886174971	5.23114650209465	5.15595622417044	0.0741720333162605
g4217	9	8	6	10.1741278001025	10.8693558308397	46.8154740679911	4.90799795401611	4.83855981517707	0.264260446508271
g4218	10	10	10	125.577731056249	130.47085591649	2085.14786008698	7.22514065974552	7.22094643159528	0.152631827210372
g4219	10	10	10	37.0681629092199	43.2318725061189	330.136928406172	5.8948604119249	5.98950214542585	0.155801031594187
g4220	10	10	9	36.3666025415493	32.1351135548566	273.813702717243	5.87720598700183	5.66382032420666	0.312929194549969
g4221	10	10	9	36.3666025415493	32.1351135548566	273.813702717243	5.87720598700183	5.66382032420666	0.312929194549969
g4222	5	0	0	0.263881448660667	0.61739481241189	0.558372675318741	3.79686841533923	3.86942587011904	0.0588410200141324
g4223	2	0	0	0	0.168139886885485	0.147411046109605	3.6491789472175	3.72229839496316	0.0248577072836547
g4224	10	10	10	33.8595103182911	35.0613108256999	179.154517599379	5.80973923345164	5.79849631589188	0.132495858662982
g4225	10	10	10	388.863629462379	393.750450402793	7221.66117767501	8.69183161622515	8.67763039582502	0.109196277706309
g4226	10	10	10	180.814307858305	191.628691702025	3362.67552559645	7.68042367250034	7.71498296384109	0.117872770372919
g4227	10	10	10	27.616045450877	30.2418482082496	119.37066960741	5.62942019399935	5.67915339575578	0.0813613519311167
g4228	10	10	10	55.2947002914804	58.3457781355143	608.92459871644	6.29157593969664	6.28312185357681	0.202254698562424
g4229	6	0	0	0.854796413901606	0.897805376263433	0.779204190297288	4.0246562099499	3.94176533683285	0.0685625845490021
g4230	10	10	10	85.8376821381595	99.1475387175012	863.590193415046	6.7738170339279	6.9055010147116	0.111839675179997
g4231	10	10	10	108.092475616758	127.598496105081	3495.40845957785	7.04325167085909	7.14672967959916	0.305525948606407
g4232	5	2	2	0.263881448660667	3.71935266447362	46.6096123115612	3.79686841533923	4.10107360224428	0.400265894231453
g4233	10	10	10	254.486060645288	269.26987507062	15693.3231845551	8.12387087346099	8.07198430791167	0.42339879924899
g4234	9	8	7	28.3234877854059	60.3130079237095	7495.40377485055	5.65207231576245	5.71855197441995	1.89008863437232
g4235	10	10	10	190.750714607199	212.948362298049	5307.19387248775	7.7433417653898	7.83471395755406	0.172110792965837
g4236	10	10	9	28.2648523386724	30.2393568261782	292.825999154881	5.64803755358357	5.61924639760292	0.257492973545001
g4237	10	10	10	325.688631488109	365.75964985407	13867.8325010942	8.45247201604925	8.54739617294683	0.20299835882483
g4238	6	0	0	0.679625457362721	0.824021518513211	1.19282658107753	3.98206131425185	3.91916619385258	0.06881682673401
g4239	10	10	8	14.345317229843	14.6673393286168	40.902595618488	5.12641477223954	5.10229515247224	0.0991368761311151
g4240	10	10	8	29.0005471340479	28.0885762668563	217.964559737697	5.67181460765483	5.55274866343184	0.27819612987234
g4243	1	0	0	0	0.0941641265673729	0.0886688273219621	3.6491789472175	3.68858039881205	0.0155247438775776
g4244	10	6	4	7.73910161279727	25.796567283896	1119.14334879218	4.74713849532143	5.21106370766489	0.878097294425637
g4245	5	0	0	0.439052405199551	0.729375771509073	0.800609406363194	3.83946331103728	3.88893646395486	0.069072405876992
g4248	2	1	0	0	0.665497147919921	2.71491868387721	3.6491789472175	3.78973806360914	0.0973567418986665
g4250	7	3	2	1.95094714449332	11.2802411643738	374.317540731542	4.21397424054857	4.5042763928079	0.878238190306115
g4251	8	2	1	1.04763861860362	3.3430032664733	25.2679129769784	4.06409397579681	4.20607795730265	0.235042124643385
g4252	8	2	2	2.58921375396689	6.60664769788023	108.34888230174	4.29009769169108	4.39707670888647	0.460268782042972
g4253	2	0	0	0	0.310793975269463	0.663324147795007	3.6491789472175	3.74359371446621	0.046556456261907
